source_id,type_of_water_source,number_of_people_served,priority_rank
AkRu03095224,shared_tap,3192,1144
HaRu17549224,shared_tap,3188,1147
KiRu27722224,shared_tap,3188,1147
KiRu28894224,shared_tap,3188,1147
KiRu26186224,shared_tap,3186,1150
KiRu26374224,shared_tap,3186,1150
HaRu17716224,shared_tap,3186,1150
AkRu05543224,shared_tap,3184,1153
SoRu36493224,shared_tap,3184,1153
HaRu19412224,shared_tap,3182,1155
KiRu30166224,shared_tap,3182,1155
HaRu17423224,shared_tap,3182,1155
HaRu17400224,shared_tap,3182,1155
AmRu15187224,shared_tap,3182,1155
AkRu08016224,shared_tap,3180,1160
SoRu38567224,shared_tap,3180,1160
SoRu38776224,shared_tap,3180,1160
SoRu37670224,shared_tap,3178,1163
AkRu08606224,shared_tap,3178,1163
AmDa11632224,shared_tap,3178,1163
KiZu31257224,shared_tap,3178,1163
KiZu31237224,shared_tap,3178,1163
KiZu31022224,shared_tap,3178,1163
AmAb09113224,shared_tap,3176,1169
AmBe11079224,shared_tap,3176,1169
AmRu14169224,shared_tap,3174,1171
AmPw12657224,shared_tap,3174,1171
SoRu36448224,shared_tap,3174,1171
KiRu25490224,shared_tap,3174,1171
HaRu20019224,shared_tap,3174,1171
HaSe20879224,shared_tap,3172,1176
HaZa21659224,shared_tap,3172,1176
AmAs10165224,shared_tap,3172,1176
AmPw12509224,shared_tap,3172,1176
SoRu34868224,shared_tap,3172,1176
SoRu37521224,shared_tap,3170,1181
SoRu36130224,shared_tap,3170,1181
SoRu35730224,shared_tap,3170,1181
SoRu35992224,shared_tap,3170,1181
KiRu28051224,shared_tap,3170,1181
HaRu19111224,shared_tap,3168,1186
AkRu08187224,shared_tap,3168,1186
AkRu05832224,shared_tap,3166,1188
AkRu06678224,shared_tap,3164,1189
AkRu08310224,shared_tap,3164,1189
HaRu20126224,shared_tap,3164,1189
KiRu25770224,shared_tap,3164,1189
KiRu28677224,shared_tap,3164,1189
SoKo33296224,shared_tap,3162,1194
SoRu37354224,shared_tap,3162,1194
KiIs23652224,shared_tap,3160,1196
HaRu20633224,shared_tap,3158,1197
KiRu28365224,shared_tap,3158,1197
KiRu25851224,shared_tap,3158,1197
AkRu07799224,shared_tap,3158,1197
AkRu08254224,shared_tap,3158,1197
AmPw12712224,shared_tap,3158,1197
AmPw12558224,shared_tap,3156,1203
AkRu08297224,shared_tap,3156,1203
AmRu15488224,shared_tap,3156,1203
KiRu28582224,shared_tap,3156,1203
KiAm22452224,shared_tap,3156,1203
KiRu27458224,shared_tap,3154,1208
SoRu35575224,shared_tap,3154,1208
SoRu36063224,shared_tap,3152,1210
KiRu25588224,shared_tap,3152,1210
KiRu30266224,shared_tap,3152,1210
AmAs10859224,shared_tap,3152,1210
AkRu06845224,shared_tap,3152,1210
AmPw12781224,shared_tap,3150,1215
KiRu25572224,shared_tap,3150,1215
SoRu35994224,shared_tap,3148,1217
SoRu37213224,shared_tap,3148,1217
AkRu02809224,shared_tap,3148,1217
AmPw12313224,shared_tap,3148,1217
AkRu08681224,shared_tap,3146,1221
AkRu06835224,shared_tap,3146,1221
AkRu04456224,shared_tap,3146,1221
AkRu02924224,shared_tap,3146,1221
KiRu30655224,shared_tap,3146,1221
HaRu17660224,shared_tap,3144,1226
HaRu17717224,shared_tap,3144,1226
AkRu03119224,shared_tap,3144,1226
SoRu36533224,shared_tap,3144,1226
KiRu25441224,shared_tap,3142,1230
HaRu19538224,shared_tap,3142,1230
KiRu26134224,shared_tap,3142,1230
AkRu08076224,shared_tap,3142,1230
AmAs10338224,shared_tap,3140,1234
HaRu20188224,shared_tap,3140,1234
KiRu27908224,shared_tap,3138,1236
KiRu29622224,shared_tap,3138,1236
HaRu19878224,shared_tap,3138,1236
AkRu08275224,shared_tap,3138,1236
HaRu18051224,shared_tap,3138,1236
AkRu07607224,shared_tap,3138,1236
AmBe11021224,shared_tap,3136,1242
AkRu05924224,shared_tap,3136,1242
AkRu05101224,shared_tap,3136,1242
AmPw12344224,shared_tap,3136,1242
AmPw12373224,shared_tap,3136,1242
SoRu36855224,shared_tap,3136,1242
KiZu31033224,shared_tap,3136,1242
HaRu20810224,shared_tap,3134,1249
KiRu27529224,shared_tap,3134,1249
SoRu37204224,shared_tap,3134,1249
HaRu18133224,shared_tap,3132,1252
AmRu14449224,shared_tap,3132,1252
AmDa11813224,shared_tap,3132,1252
AmRu15206224,shared_tap,3130,1255
AkRu05274224,shared_tap,3130,1255
AkRu08032224,shared_tap,3128,1257
AkRu04751224,shared_tap,3128,1257
AkRu03483224,shared_tap,3126,1259
AmDa12031224,shared_tap,3126,1259
AmPw12559224,shared_tap,3124,1261
AkRu04318224,shared_tap,3124,1261
AmRu14465224,shared_tap,3124,1261
HaRu20234224,shared_tap,3124,1261
KiRu25584224,shared_tap,3122,1265
AkRu06570224,shared_tap,3122,1265
AkRu04807224,shared_tap,3122,1265
AmAm09736224,shared_tap,3122,1265
KiZu31044224,shared_tap,3120,1269
KiRu25794224,shared_tap,3120,1269
AmAs10753224,shared_tap,3118,1271
AmRu14612224,shared_tap,3118,1271
AmAs10501224,shared_tap,3118,1271
KiMr25199224,shared_tap,3116,1274
KiZu30788224,shared_tap,3114,1275
KiRu30021224,shared_tap,3114,1275
AmDa11568224,shared_tap,3114,1275
AkKi01257224,shared_tap,3114,1275
AmDa11603224,shared_tap,3114,1275
HaAm16269224,shared_tap,3112,1280
AkRu02832224,shared_tap,3112,1280
AkRu07738224,shared_tap,3112,1280
SoRu35263224,shared_tap,3112,1280
HaRu19147224,shared_tap,3112,1280
AkRu03262224,shared_tap,3110,1285
SoRu39362224,shared_tap,3110,1285
KiZu31067224,shared_tap,3108,1287
HaRu18687224,shared_tap,3108,1287
AkLu02063224,shared_tap,3108,1287
KiRu30242224,shared_tap,3106,1290
HaRu18787224,shared_tap,3106,1290
KiRu26777224,shared_tap,3106,1290
SoRu35423224,shared_tap,3104,1293
HaRu20116224,shared_tap,3102,1294
AkRu03260224,shared_tap,3102,1294
AmBe11185224,shared_tap,3102,1294
HaRu17477224,shared_tap,3102,1294
AmDa12024224,shared_tap,3102,1294
AkRu03175224,shared_tap,3100,1299
SoRu37735224,shared_tap,3100,1299
KiRu26821224,shared_tap,3100,1299
HaRu19330224,shared_tap,3100,1299
HaRu20502224,shared_tap,3100,1299
KiRu25593224,shared_tap,3098,1304
AmAs10061224,shared_tap,3098,1304
SoRu37091224,shared_tap,3098,1304
SoRu36004224,shared_tap,3098,1304
SoRu39476224,shared_tap,3096,1308
SoRu39639224,shared_tap,3096,1308
KiRu28513224,shared_tap,3096,1308
AmAs10681224,shared_tap,3096,1308
AkRu08660224,shared_tap,3096,1308
SoRu37210224,shared_tap,3094,1313
KiZu31371224,shared_tap,3094,1313
SoMa34441224,shared_tap,3094,1313
AmRu15668224,shared_tap,3092,1316
AkRu05034224,shared_tap,3092,1316
AkRu08428224,shared_tap,3090,1318
AmAs10597224,shared_tap,3090,1318
AkRu05049224,shared_tap,3090,1318
HaRu20674224,shared_tap,3090,1318
KiRu26051224,shared_tap,3090,1318
KiRu28710224,shared_tap,3090,1318
SoRu37862224,shared_tap,3090,1318
SoRu36951224,shared_tap,3090,1318
SoRu38645224,shared_tap,3088,1326
AkRu08656224,shared_tap,3088,1326
HaAm16087224,shared_tap,3088,1326
AmAm09406224,shared_tap,3088,1326
AmRu15849224,shared_tap,3088,1326
AkRu03438224,shared_tap,3088,1326
HaRu19842224,shared_tap,3088,1326
HaRu20829224,shared_tap,3086,1333
KiZu30899224,shared_tap,3086,1333
AkRu04154224,shared_tap,3086,1333
AmAs10270224,shared_tap,3086,1333
AmPw12685224,shared_tap,3086,1333
AkRu06583224,shared_tap,3084,1338
SoCh31960224,shared_tap,3084,1338
KiMr24748224,shared_tap,3084,1338
KiZu30928224,shared_tap,3082,1341
SoRu39167224,shared_tap,3082,1341
SoRu39627224,shared_tap,3082,1341
AkHa00613224,shared_tap,3082,1341
KiRu28573224,shared_tap,3080,1345
SoRu38544224,shared_tap,3080,1345
SoRu37312224,shared_tap,3078,1347
KiZu31284224,shared_tap,3078,1347
KiRu25418224,shared_tap,3078,1347
AkRu04041224,shared_tap,3076,1350
HaRu19434224,shared_tap,3074,1351
KiRu25487224,shared_tap,3072,1352
HaRu19818224,shared_tap,3072,1352
AmBe11134224,shared_tap,3072,1352
AkRu05635224,shared_tap,3072,1352
AmAs10798224,shared_tap,3070,1356
KiRu27750224,shared_tap,3070,1356
SoRu34774224,shared_tap,3070,1356
AkRu08901224,shared_tap,3068,1359
AmAs10285224,shared_tap,3066,1360
KiAm22137224,shared_tap,3066,1360
HaRu20458224,shared_tap,3066,1360
KiIs23661224,shared_tap,3066,1360
KiRu27776224,shared_tap,3064,1364
AkRu07628224,shared_tap,3064,1364
AmPw12638224,shared_tap,3062,1366
KiRu26327224,shared_tap,3062,1366
HaRu20041224,shared_tap,3062,1366
HaRu19102224,shared_tap,3060,1369
KiZu31266224,shared_tap,3060,1369
KiRu25391224,shared_tap,3060,1369
SoRu35388224,shared_tap,3060,1369
AkRu07272224,shared_tap,3060,1369
AmDa11957224,shared_tap,3060,1369
SoRu35083224,shared_tap,3058,1375
SoRu37837224,shared_tap,3058,1375
SoMa34207224,shared_tap,3056,1377
HaZa21706224,shared_tap,3054,1378
HaZa21740224,shared_tap,3052,1379
KiRu27357224,shared_tap,3052,1379
SoKo33124224,shared_tap,3052,1379
AkRu05131224,shared_tap,3052,1379
AkRu05069224,shared_tap,3050,1383
KiRu27031224,shared_tap,3050,1383
HaRu20555224,shared_tap,3050,1383
KiRu27098224,shared_tap,3048,1386
SoRu34885224,shared_tap,3048,1386
AkRu02911224,shared_tap,3048,1386
KiRu27879224,shared_tap,3046,1389
AmPw12470224,shared_tap,3044,1390
AmBe11149224,shared_tap,3042,1391
AkLu01951224,shared_tap,3042,1391
AkRu05986224,shared_tap,3042,1391
SoRu38570224,shared_tap,3042,1391
SoRu39505224,shared_tap,3042,1391
SoRu39169224,shared_tap,3040,1396
AkRu07980224,shared_tap,3040,1396
AkRu04289224,shared_tap,3040,1396
KiZu31085224,shared_tap,3038,1399
KiRu27987224,shared_tap,3036,1400
AkRu07721224,shared_tap,3036,1400
AkRu06292224,shared_tap,3034,1402
AkRu03855224,shared_tap,3034,1402
AmAb09302224,shared_tap,3034,1402
SoKo33435224,shared_tap,3034,1402
KiHa23031224,shared_tap,3034,1402
KiRu27620224,shared_tap,3034,1402
KiRu26181224,shared_tap,3032,1408
HaRu18845224,shared_tap,3032,1408
KiZu31127224,shared_tap,3032,1408
AkRu06261224,shared_tap,3032,1408
AmPw12409224,shared_tap,3032,1408
AmAb09196224,shared_tap,3032,1408
AmAm09889224,shared_tap,3030,1414
AkRu04966224,shared_tap,3030,1414
AmRu15747224,shared_tap,3030,1414
KiRu26316224,shared_tap,3028,1417
HaRu20639224,shared_tap,3026,1418
KiZu31337224,shared_tap,3026,1418
AmDa11431224,shared_tap,3026,1418
AkRu07554224,shared_tap,3026,1418
AkRu07057224,shared_tap,3024,1422
HaRu20141224,shared_tap,3024,1422
HaYa21586224,shared_tap,3024,1422
KiZu30698224,shared_tap,3024,1422
SoRu35935224,shared_tap,3024,1422
AmRu14069224,shared_tap,3022,1427
AkRu03443224,shared_tap,3022,1427
AmAs10134224,shared_tap,3020,1429
SoRu39285224,shared_tap,3020,1429
KiRu26899224,shared_tap,3020,1429
KiAm22563224,shared_tap,3020,1429
KiRu26553224,shared_tap,3018,1433
AmDa11902224,shared_tap,3018,1433
SoRu35323224,shared_tap,3018,1433
SoRu35788224,shared_tap,3016,1436
SoRu36567224,shared_tap,3016,1436
HaRu19052224,shared_tap,3016,1436
KiZu30695224,shared_tap,3016,1436
SoRu37277224,shared_tap,3014,1440
SoRu36370224,shared_tap,3014,1440
KiRu29861224,shared_tap,3012,1442
AkRu07920224,shared_tap,3012,1442
AkRu06511224,shared_tap,3010,1444
SoRu36250224,shared_tap,3010,1444
SoRu35685224,shared_tap,3010,1444
KiRu27197224,shared_tap,3010,1444
HaRu19465224,shared_tap,3010,1444
HaRu19079224,shared_tap,3010,1444
AkRu05790224,shared_tap,3008,1450
AkRu06276224,shared_tap,3006,1451
AkRu08756224,shared_tap,3006,1451
KiRu29445224,shared_tap,3006,1451
HaRu18811224,shared_tap,3004,1454
KiRu28358224,shared_tap,3004,1454
AmDa12149224,shared_tap,3004,1454
AmDa12150224,shared_tap,3002,1457
HaRu17996224,shared_tap,3002,1457
SoCh32052224,shared_tap,3002,1457
SoRu36580224,shared_tap,3002,1457
KiRu25244224,shared_tap,3000,1461
KiZu31379224,shared_tap,3000,1461
KiZu30878224,shared_tap,3000,1461
HaRu20364224,shared_tap,3000,1461
AkRu07804224,shared_tap,2998,1465
AkRu07462224,shared_tap,2996,1466
HaRu19804224,shared_tap,2996,1466
SoRu36896224,shared_tap,2996,1466
SoRu37961224,shared_tap,2992,1469
SoRu38469224,shared_tap,2992,1469
AkRu03266224,shared_tap,2992,1469
HaRu18114224,shared_tap,2992,1469
AmRu15285224,shared_tap,2990,1473
SoRu38610224,shared_tap,2990,1473
HaRu19482224,shared_tap,2990,1473
KiRu27023224,shared_tap,2990,1473
KiRu27161224,shared_tap,2988,1477
AkRu03423224,shared_tap,2988,1477
AkRu04463224,shared_tap,2988,1477
AkRu07720224,shared_tap,2988,1477
AkLu01909224,shared_tap,2988,1477
AkRu04653224,shared_tap,2988,1477
AmRu13773224,shared_tap,2988,1477
HaRu20000224,shared_tap,2986,1484
HaRu20217224,shared_tap,2984,1485
AkRu08544224,shared_tap,2984,1485
AmBe11164224,shared_tap,2984,1485
AmRu15623224,shared_tap,2984,1485
AmAs10434224,shared_tap,2984,1485
SoRu38474224,shared_tap,2982,1490
SoRu35296224,shared_tap,2982,1490
SoRu37199224,shared_tap,2980,1492
SoRu38782224,shared_tap,2980,1492
SoIl32377224,shared_tap,2980,1492
AkRu06310224,shared_tap,2980,1492
AkRu07671224,shared_tap,2978,1496
HaRu18243224,shared_tap,2976,1497
AmAs10393224,shared_tap,2976,1497
SoRu35234224,shared_tap,2976,1497
HaRu18638224,shared_tap,2976,1497
KiRu27770224,shared_tap,2974,1501
HaRu19260224,shared_tap,2974,1501
KiRu27692224,shared_tap,2974,1501
AkRu05885224,shared_tap,2974,1501
AkRu05773224,shared_tap,2974,1501
SoRu35225224,shared_tap,2974,1501
KiRu25355224,shared_tap,2970,1507
AkRu03264224,shared_tap,2970,1507
SoRu36249224,shared_tap,2968,1509
KiZu30978224,shared_tap,2968,1509
KiRu27071224,shared_tap,2968,1509
KiRu26360224,shared_tap,2966,1512
AkRu06651224,shared_tap,2966,1512
SoRu37473224,shared_tap,2966,1512
AmAb09223224,shared_tap,2964,1515
HaRu17076224,shared_tap,2964,1515
HaRu18521224,shared_tap,2964,1515
AmBe11097224,shared_tap,2962,1518
AmAb09151224,shared_tap,2962,1518
KiZu31402224,shared_tap,2962,1518
KiRu27070224,shared_tap,2962,1518
KiRu25407224,shared_tap,2962,1518
KiZu30820224,shared_tap,2960,1523
SoCh31914224,shared_tap,2958,1524
KiRu27616224,shared_tap,2958,1524
AkRu03270224,shared_tap,2958,1524
AkRu06202224,shared_tap,2958,1524
SoRu35934224,shared_tap,2958,1524
SoRu35006224,shared_tap,2958,1524
SoRu36156224,shared_tap,2956,1530
KiRu29434224,shared_tap,2956,1530
AkRu05698224,shared_tap,2956,1530
AkRu04497224,shared_tap,2954,1533
HaRu18122224,shared_tap,2954,1533
AkRu08013224,shared_tap,2954,1533
KiRu30553224,shared_tap,2954,1533
KiZu31128224,shared_tap,2954,1533
KiAm22551224,shared_tap,2952,1538
KiRu26633224,shared_tap,2952,1538
HaRu19006224,shared_tap,2952,1538
AkRu04445224,shared_tap,2952,1538
AmRu13552224,shared_tap,2950,1542
KiRu27638224,shared_tap,2950,1542
AmBe11044224,shared_tap,2948,1544
AkRu04655224,shared_tap,2946,1545
AkRu05402224,shared_tap,2946,1545
AkRu07600224,shared_tap,2946,1545
AkRu04574224,shared_tap,2946,1545
SoRu35458224,shared_tap,2946,1545
SoRu36308224,shared_tap,2946,1545
SoRu37724224,shared_tap,2944,1551
AkHa00575224,shared_tap,2944,1551
KiRu29325224,shared_tap,2944,1551
KiZu31193224,shared_tap,2942,1554
AmAs10070224,shared_tap,2942,1554
AkRu05690224,shared_tap,2942,1554
AkRu07314224,shared_tap,2942,1554
KiRu27344224,shared_tap,2940,1558
HaRu20730224,shared_tap,2938,1559
HaRu19166224,shared_tap,2938,1559
AmAm09875224,shared_tap,2938,1559
AkRu04347224,shared_tap,2938,1559
AkRu04913224,shared_tap,2936,1563
HaRu18329224,shared_tap,2936,1563
SoMa33668224,shared_tap,2936,1563
AmBe11192224,shared_tap,2934,1566
AmAm09471224,shared_tap,2934,1566
HaRu17137224,shared_tap,2934,1566
AkRu08153224,shared_tap,2934,1566
SoRu35171224,shared_tap,2932,1570
AmBe11159224,shared_tap,2930,1571
HaRu20759224,shared_tap,2930,1571
KiMr24944224,shared_tap,2930,1571
HaRu19375224,shared_tap,2930,1571
KiRu26954224,shared_tap,2928,1575
KiRu26509224,shared_tap,2928,1575
HaRu18008224,shared_tap,2928,1575
AkRu06621224,shared_tap,2926,1578
SoRu38861224,shared_tap,2926,1578
KiRu28359224,shared_tap,2926,1578
KiZu31218224,shared_tap,2922,1581
AmAs10763224,shared_tap,2922,1581
SoRu35140224,shared_tap,2922,1581
SoRu36066224,shared_tap,2920,1584
SoRu36587224,shared_tap,2920,1584
SoRu38996224,shared_tap,2920,1584
SoRu37413224,shared_tap,2920,1584
KiRu30394224,shared_tap,2918,1588
KiZu30770224,shared_tap,2918,1588
KiRu28957224,shared_tap,2918,1588
AmDa11414224,shared_tap,2918,1588
AmBe10974224,shared_tap,2912,1592
HaRu17378224,shared_tap,2910,1593
AkRu08629224,shared_tap,2910,1593
KiRu27735224,shared_tap,2910,1593
KiAm22033224,shared_tap,2910,1593
KiRu25459224,shared_tap,2908,1597
KiRu26842224,shared_tap,2908,1597
SoRu36084224,shared_tap,2908,1597
SoRu38137224,shared_tap,2908,1597
SoRu38602224,shared_tap,2906,1601
AkRu05610224,shared_tap,2906,1601
HaRu17798224,shared_tap,2904,1603
AkKi01265224,shared_tap,2902,1604
AmRu14792224,shared_tap,2900,1605
AkRu05085224,shared_tap,2900,1605
AkRu06964224,shared_tap,2900,1605
AkRu07342224,shared_tap,2898,1608
AmBe11240224,shared_tap,2898,1608
AkRu03701224,shared_tap,2898,1608
KiRu28570224,shared_tap,2898,1608
HaRu19391224,shared_tap,2898,1608
KiRu29252224,shared_tap,2898,1608
KiRu29433224,shared_tap,2896,1614
SoMa33617224,shared_tap,2896,1614
HaRu18902224,shared_tap,2896,1614
AmPw12700224,shared_tap,2896,1614
AmDa11469224,shared_tap,2896,1614
AmAb09334224,shared_tap,2894,1619
AkRu05974224,shared_tap,2894,1619
KiRu27430224,shared_tap,2894,1619
KiZu30750224,shared_tap,2894,1619
SoRu37257224,shared_tap,2894,1619
SoRu35774224,shared_tap,2894,1619
SoRu34991224,shared_tap,2892,1625
HaRu17688224,shared_tap,2892,1625
SoRu34672224,shared_tap,2892,1625
KiRu27167224,shared_tap,2892,1625
SoRu38770224,shared_tap,2890,1629
AkRu07589224,shared_tap,2890,1629
AkRu04547224,shared_tap,2890,1629
HaRu17093224,shared_tap,2888,1632
KiIs24119224,shared_tap,2888,1632
SoRu38338224,shared_tap,2888,1632
AkRu06109224,shared_tap,2886,1635
AkRu03967224,shared_tap,2886,1635
KiRu29271224,shared_tap,2886,1635
KiRu27651224,shared_tap,2884,1638
KiRu25700224,shared_tap,2884,1638
KiRu30326224,shared_tap,2880,1640
SoRu34846224,shared_tap,2880,1640
AmAs10253224,shared_tap,2880,1640
HaRu18256224,shared_tap,2880,1640
SoRu38551224,shared_tap,2878,1644
SoRu37513224,shared_tap,2876,1645
AkRu04604224,shared_tap,2876,1645
AmBe11037224,shared_tap,2876,1645
AkRu08129224,shared_tap,2874,1648
AkRu04326224,shared_tap,2872,1649
KiRu28912224,shared_tap,2872,1649
KiRu28176224,shared_tap,2870,1651
AkRu07165224,shared_tap,2870,1651
AkRu03836224,shared_tap,2868,1653
AkRu06601224,shared_tap,2868,1653
SoMa33952224,shared_tap,2868,1653
SoKo33527224,shared_tap,2866,1656
KiRu25301224,shared_tap,2866,1656
AmRu14172224,shared_tap,2866,1656
SoRu37917224,shared_tap,2866,1656
SoRu38115224,shared_tap,2864,1660
KiRu25760224,shared_tap,2864,1660
KiMr25144224,shared_tap,2864,1660
AkRu04540224,shared_tap,2864,1660
HaRu20624224,shared_tap,2862,1664
KiRu30389224,shared_tap,2860,1665
KiRu29182224,shared_tap,2860,1665
AmRu14381224,shared_tap,2860,1665
AmPw12673224,shared_tap,2858,1668
AkRu04839224,shared_tap,2858,1668
KiRu28825224,shared_tap,2858,1668
AkRu03469224,shared_tap,2856,1671
AmAb09128224,shared_tap,2856,1671
AmRu14712224,shared_tap,2856,1671
AmAs10089224,shared_tap,2854,1674
HaRu18180224,shared_tap,2854,1674
AkRu06719224,shared_tap,2854,1674
AkRu02982224,shared_tap,2854,1674
SoRu36889224,shared_tap,2854,1674
KiRu28627224,shared_tap,2854,1674
HaRu18831224,shared_tap,2854,1674
AkRu08167224,shared_tap,2852,1681
AkRu08547224,shared_tap,2852,1681
HaRu18432224,shared_tap,2852,1681
SoRu35453224,shared_tap,2852,1681
SoRu35149224,shared_tap,2850,1685
KiZu31191224,shared_tap,2850,1685
AmBe11172224,shared_tap,2850,1685
SoRu38537224,shared_tap,2848,1688
KiRu28407224,shared_tap,2848,1688
KiRu29877224,shared_tap,2846,1690
KiZu31047224,shared_tap,2846,1690
AkRu03366224,shared_tap,2846,1690
AmDa11364224,shared_tap,2846,1690
HaRu17443224,shared_tap,2844,1694
AmRu15470224,shared_tap,2844,1694
HaRu18445224,shared_tap,2844,1694
KiRu30518224,shared_tap,2844,1694
KiAm22364224,shared_tap,2844,1694
KiZu31130224,shared_tap,2842,1699
KiRu25997224,shared_tap,2842,1699
KiZu30730224,shared_tap,2840,1701
KiRu28248224,shared_tap,2840,1701
KiRu26194224,shared_tap,2840,1701
KiRu28041224,shared_tap,2840,1701
AkRu03534224,shared_tap,2840,1701
AkRu05902224,shared_tap,2840,1701
SoRu38373224,shared_tap,2840,1701
KiAm22437224,shared_tap,2838,1708
AkRu02876224,shared_tap,2838,1708
AkRu03272224,shared_tap,2838,1708
AkRu04225224,shared_tap,2838,1708
AkRu05311224,shared_tap,2838,1708
AkRu03616224,shared_tap,2836,1713
SoRu35612224,shared_tap,2836,1713
KiRu26454224,shared_tap,2836,1713
KiRu30207224,shared_tap,2834,1716
AkRu07220224,shared_tap,2834,1716
AkRu07016224,shared_tap,2832,1718
AkRu05966224,shared_tap,2832,1718
KiZu30859224,shared_tap,2832,1718
AkRu05645224,shared_tap,2830,1721
SoRu38540224,shared_tap,2830,1721
SoRu37568224,shared_tap,2830,1721
SoRu37276224,shared_tap,2830,1721
SoRu35649224,shared_tap,2828,1725
HaRu17437224,shared_tap,2828,1725
AmRu14109224,shared_tap,2826,1727
HaRu18906224,shared_tap,2826,1727
HaRu20361224,shared_tap,2826,1727
SoRu38281224,shared_tap,2826,1727
SoRu37428224,shared_tap,2826,1727
SoRu37042224,shared_tap,2824,1732
AkRu03174224,shared_tap,2824,1732
KiRu27075224,shared_tap,2824,1732
SoRu35040224,shared_tap,2822,1735
AmAm09577224,shared_tap,2822,1735
AmRu13141224,shared_tap,2822,1735
AmRu15698224,shared_tap,2822,1735
AmDa11974224,shared_tap,2820,1739
AkRu05922224,shared_tap,2820,1739
HaRu18735224,shared_tap,2820,1739
SoRu38631224,shared_tap,2818,1742
HaRu17336224,shared_tap,2816,1743
AmAs10419224,shared_tap,2814,1744
AkRu05663224,shared_tap,2814,1744
KiRu29243224,shared_tap,2814,1744
KiRu28960224,shared_tap,2812,1747
SoRu38317224,shared_tap,2812,1747
SoRu38534224,shared_tap,2810,1749
HaRu19219224,shared_tap,2810,1749
AkRu04911224,shared_tap,2810,1749
AmAs10674224,shared_tap,2808,1752
AmAs10210224,shared_tap,2808,1752
SoRu37883224,shared_tap,2808,1752
KiRu29655224,shared_tap,2808,1752
KiZu31132224,shared_tap,2806,1756
KiRu28616224,shared_tap,2806,1756
KiRu27970224,shared_tap,2806,1756
AmDa11569224,shared_tap,2806,1756
AmPw12322224,shared_tap,2804,1760
AkRu04479224,shared_tap,2804,1760
KiZu31083224,shared_tap,2804,1760
KiZu30881224,shared_tap,2802,1763
AkRu03064224,shared_tap,2802,1763
AkRu02702224,shared_tap,2802,1763
AkRu08131224,shared_tap,2802,1763
AmRu15585224,shared_tap,2802,1763
SoRu36263224,shared_tap,2802,1763
AkRu06121224,shared_tap,2800,1769
AkRu07690224,shared_tap,2800,1769
AmRu13842224,shared_tap,2800,1769
HaDj16748224,shared_tap,2798,1772
AkRu03310224,shared_tap,2798,1772
SoRu37130224,shared_tap,2796,1774
SoRu37657224,shared_tap,2794,1775
SoRu39515224,shared_tap,2794,1775
KiZu30809224,shared_tap,2794,1775
AkRu08913224,shared_tap,2794,1775
HaRu17427224,shared_tap,2792,1779
AmAs10609224,shared_tap,2792,1779
AkRu03431224,shared_tap,2792,1779
AmDa11683224,shared_tap,2790,1782
HaRu18320224,shared_tap,2790,1782
KiMr25042224,shared_tap,2790,1782
KiRu27285224,shared_tap,2790,1782
KiRu29305224,shared_tap,2790,1782
HaDe16492224,shared_tap,2788,1787
AkRu07494224,shared_tap,2786,1788
KiRu26662224,shared_tap,2786,1788
SoBa31472224,shared_tap,2786,1788
HaRu20057224,shared_tap,2784,1791
KiRu26203224,shared_tap,2784,1791
KiRu27631224,shared_tap,2784,1791
KiZu31281224,shared_tap,2784,1791
SoRu38505224,shared_tap,2784,1791
AkRu04915224,shared_tap,2784,1791
AkRu03218224,shared_tap,2784,1791
AkRu08497224,shared_tap,2784,1791
AkRu03689224,shared_tap,2780,1799
AmAb09057224,shared_tap,2780,1799
AmDa12068224,shared_tap,2780,1799
KiRu29167224,shared_tap,2780,1799
HaRu18676224,shared_tap,2780,1799
AkKi01372224,shared_tap,2778,1804
AkRu08709224,shared_tap,2776,1805
AkRu06856224,shared_tap,2776,1805
AkRu08268224,shared_tap,2774,1807
AkRu06056224,shared_tap,2774,1807
AkRu07764224,shared_tap,2774,1807
AmBe10963224,shared_tap,2774,1807
SoRu36068224,shared_tap,2774,1807
SoRu36866224,shared_tap,2772,1812
HaRu19791224,shared_tap,2772,1812
AkRu05655224,shared_tap,2772,1812
AkRu07982224,shared_tap,2772,1812
SoRu37007224,shared_tap,2770,1816
AkRu08007224,shared_tap,2768,1817
AmBe11161224,shared_tap,2768,1817
HaRu18645224,shared_tap,2768,1817
KiZu31100224,shared_tap,2768,1817
HaRu19352224,shared_tap,2766,1821
SoRu38331224,shared_tap,2766,1821
SoRu36543224,shared_tap,2766,1821
AkKi01194224,shared_tap,2766,1821
AmRu14295224,shared_tap,2766,1821
AkRu06288224,shared_tap,2764,1826
HaRu17487224,shared_tap,2762,1827
HaRu17668224,shared_tap,2762,1827
KiZu30961224,shared_tap,2762,1827
KiZu31203224,shared_tap,2762,1827
SoRu39107224,shared_tap,2762,1827
AkRu06468224,shared_tap,2758,1832
AkRu07197224,shared_tap,2756,1833
SoRu34949224,shared_tap,2756,1833
SoRu35832224,shared_tap,2756,1833
HaRu19965224,shared_tap,2756,1833
HaRu19146224,shared_tap,2756,1833
SoKo33387224,shared_tap,2754,1838
KiRu30563224,shared_tap,2754,1838
AkRu03744224,shared_tap,2754,1838
HaRu17254224,shared_tap,2754,1838
AkRu08098224,shared_tap,2754,1838
AkHa00280224,shared_tap,2754,1838
